Title,City,Latitude,Longitude,Date,Severity,Type of threat,Attendees,Reported via,Reported incidents,Estimated cost,Confirmed %,Turnout rate,Priority,Police informed?,Notes
Online abuse in Dundee #1097,Dundee,56.35869,-3.03161,2000-02-10,High,Online abuse,10-50,Anonymous tip,196,13305,44.1,0.909,3,No,Second occurrence at this location this year; residents have asked for a coordinated response
Vandalism in Newcastle #1098,Newcastle,55.04067,-1.60371,2001-10-25,Moderate,Vandalism,100-500,Anonymous tip,52,3745,42.8,0.836,4,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Assault in Plymouth #1099,Plymouth,50.37855,-4.08393,2005-11-12,Moderate,Assault,50-100,Social media,141,8871,54.4,0.394,1,No,Linked to a wider pattern of activity across the region according to partner organisations
Banner drop in Bradford #1100,Bradford,53.83438,-1.72377,2010-10-06,Low,Banner drop,500-1000,Social media,37,8267,22.9,0.893,1,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Stickering in Belfast #1101,Belfast,54.61710,-5.95042,2000-03-16,Low,Stickering,50-100,Anonymous tip,99,7218,38.6,0.945,4,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Leafleting in Nottingham #1102,Nottingham,53.01618,-1.11617,2023-04-13,Low,Leafleting,1-10,Local branch,181,3953,54.0,0.608,4,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Demonstration in Exeter #1103,Exeter,50.75112,-3.65448,2025-03-28,Critical,Demonstration,10-50,Social media,110,15875,92.1,0.749,1,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Harassment in Hull #1104,Hull,53.75370,-0.41398,2020-11-20,Low,Harassment,1-10,Partner organisation,120,11396,45.3,0.238,2,,Details unverified — cross-check with the regional organiser before publishing anywhere
Banner drop in Stoke-on-Trent #1105,Stoke-on-Trent,53.04055,-2.23842,2007-07-28,High,Banner drop,10-50,Local branch,147,10504,19.0,0.970,3,No,
Harassment in Aberdeen #1106,Aberdeen,57.18534,-2.00418,,Critical,Harassment,1-10,Press report,52,16082,5.4,0.660,4,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in London #1107,London,51.60221,-0.19528,2008-04-19,Critical,Online abuse,100-500,Partner organisation,49,4040,15.5,0.884,5,,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Sheffield #1108,Sheffield,53.36325,-1.48741,2026-10-08,Critical,Online abuse,50-100,Local branch,152,4477,94.5,0.268,5,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Vandalism in Nottingham #1109,Nottingham,52.85577,-1.17014,2002-09-17,Critical,Vandalism,50-100,Partner organisation,148,18042,12.4,0.705,4,No,
Banner drop in Leicester #1110,Leicester,52.54614,-1.18765,2010-04-27,High,Banner drop,1-10,Partner organisation,65,19502,78.5,0.320,1,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Leafleting in Bradford #1111,Bradford,53.81162,-1.77057,2026-08-23,High,Leafleting,50-100,Local branch,54,2179,35.2,0.862,3,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Vandalism in Stoke-on-Trent #1112,Stoke-on-Trent,53.09459,-2.20123,2015-01-19,,Vandalism,100-500,Press report,3,5206,8.2,0.533,3,,
Online abuse in Dundee #1113,Dundee,56.41544,-2.87837,2011-12-04,Moderate,Online abuse,10-50,Social media,111,8879,57.2,0.536,2,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Vandalism in Liverpool #1114,Liverpool,53.48523,-3.03553,2009-09-13,High,Vandalism,500-1000,Local branch,56,1168,70.2,0.761,3,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Banner drop in Glasgow #1115,Glasgow,55.89834,-4.31856,2017-05-22,,Banner drop,1-10,Anonymous tip,99,18324,80.6,0.439,3,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Stickering in Stoke-on-Trent #1116,Stoke-on-Trent,53.03303,-2.07355,2016-03-19,Critical,Stickering,100-500,Social media,177,17960,18.8,0.836,2,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Online abuse in Cardiff #1117,Cardiff,51.49886,-3.13982,2004-07-13,Low,Online abuse,100-500,Local branch,129,16868,95.4,0.368,5,No,
Stickering in Manchester #1118,Manchester,53.55442,-2.25944,2025-08-09,High,Stickering,N/A,Press report,34,10069,15.5,0.641,1,Yes,
Leafleting in Manchester #1119,Manchester,53.51723,-2.22338,2024-03-09,Moderate,Leafleting,50-100,Anonymous tip,178,10367,46.9,0.082,3,,Details unverified — cross-check with the regional organiser before publishing anywhere
Banner drop in Southampton #1120,Southampton,50.86284,-1.39620,2008-09-08,Moderate,Banner drop,50-100,Press report,131,1618,90.3,0.337,4,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Banner drop in Stoke-on-Trent #1121,Stoke-on-Trent,52.98428,-2.11413,2019-04-20,,Banner drop,1-10,Partner organisation,121,2566,74.7,0.844,3,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Demonstration in Coventry #1122,Coventry,52.34164,-1.54086,2010-04-26,Low,Demonstration,100-500,Anonymous tip,71,11365,93.3,0.237,3,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Brighton #1123,Brighton,50.78087,-0.13965,2002-12-12,,Online abuse,50-100,Social media,95,18951,27.6,0.408,2,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Demonstration in Dundee #1124,Dundee,56.50351,-3.04226,2012-02-11,Low,Demonstration,10-50,Partner organisation,169,15429,55.1,0.289,3,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Harassment in Belfast #1125,Belfast,54.60095,-5.99553,2001-08-06,Critical,Harassment,1-10,Press report,171,17965,77.5,0.265,1,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Banner drop in York #1126,York,53.88484,-1.02704,2012-11-12,Critical,Banner drop,100-500,Local branch,68,7075,35.3,0.101,1,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Vandalism in Portsmouth #1127,Portsmouth,50.80342,-1.08190,2003-07-23,Low,Vandalism,50-100,Social media,8,7508,45.7,0.021,5,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Demonstration in Edinburgh #1128,Edinburgh,55.90039,-3.12146,2025-04-09,Critical,Demonstration,100-500,Partner organisation,2,3792,53.6,0.654,3,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Vandalism in Plymouth #1129,Plymouth,50.39872,-4.17553,2026-12-11,High,Vandalism,1-10,Local branch,89,6246,64.2,0.227,4,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Demonstration in Belfast #1130,Belfast,54.60869,-5.90132,,Low,Demonstration,10-50,Social media,186,544,50.3,0.913,5,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Vandalism in Sheffield #1131,Sheffield,53.40515,-1.42191,2008-03-20,Low,Vandalism,100-500,Press report,45,18081,64.5,0.648,4,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Banner drop in Swansea #1132,Swansea,51.60766,-3.93045,2004-06-21,Moderate,Banner drop,50-100,Local branch,139,16699,63.4,0.105,5,No,Linked to a wider pattern of activity across the region according to partner organisations
Assault in Southampton #1133,Southampton,50.86133,-1.33622,2009-02-23,,Assault,1-10,Partner organisation,119,9769,31.5,0.509,2,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Banner drop in Norwich #1134,Norwich,52.66352,1.33676,2000-11-21,Moderate,Banner drop,50-100,Social media,185,3300,66.9,0.699,2,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Harassment in Bristol #1135,Bristol,51.53000,-2.57731,2001-10-05,Low,Harassment,50-100,Partner organisation,127,18396,34.5,0.550,2,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Stickering in Bradford #1136,Bradford,53.78844,-1.80930,2023-05-14,,Stickering,50-100,Social media,71,16209,26.7,0.690,3,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Vandalism in Bradford #1137,Bradford,53.79206,-1.83244,2025-04-01,Moderate,Vandalism,50-100,Press report,50,10728,81.0,0.264,4,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Stickering in Sheffield #1138,Sheffield,53.26655,-1.53800,2026-11-07,Critical,Stickering,100-500,Social media,134,4703,10.6,0.279,1,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Stickering in London #1139,London,51.52729,-0.15155,2017-06-08,Low,Stickering,100-500,Local branch,15,11960,8.4,0.517,2,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Harassment in Sheffield #1140,Sheffield,53.39545,-1.55221,2018-08-07,Low,Harassment,100-500,Anonymous tip,14,17540,72.3,0.700,2,No,Linked to a wider pattern of activity across the region according to partner organisations
Vandalism in Portsmouth #1141,Portsmouth,50.77288,-1.07962,2015-06-26,Moderate,Vandalism,1-10,Press report,118,5527,85.3,0.828,1,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Stickering in Bristol #1142,Bristol,51.39600,-2.57098,2023-12-11,High,Stickering,1-10,Press report,187,18779,90.3,0.494,3,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Stickering in Norwich #1143,Norwich,52.61853,1.33484,2007-12-18,Moderate,Stickering,10-50,Local branch,76,8034,56.1,0.489,1,,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Online abuse in Nottingham #1144,Nottingham,52.90925,-1.12396,2001-05-01,High,Online abuse,10-50,Press report,190,12235,82.5,0.609,5,No,
Vandalism in Norwich #1145,Norwich,52.72098,1.26484,2005-08-04,Moderate,Vandalism,100-500,Partner organisation,43,16591,31.9,0.091,4,,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Vandalism in Hull #1146,Hull,53.87235,-0.32067,,Critical,Vandalism,100-500,Press report,160,4215,75.7,0.818,4,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Stickering in Plymouth #1147,Plymouth,50.31045,-4.07350,2006-03-17,Moderate,Stickering,100-500,Partner organisation,41,9023,75.1,0.071,4,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Harassment in Swansea #1148,Swansea,51.69610,-3.88249,2014-06-15,Critical,Harassment,50-100,Anonymous tip,16,9769,22.6,0.765,4,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Banner drop in Liverpool #1149,Liverpool,53.47341,-2.90137,2011-09-10,Moderate,Banner drop,100-500,Anonymous tip,191,10416,37.6,0.067,4,No,
Assault in Plymouth #1150,Plymouth,50.37628,-4.15317,2018-12-20,Critical,Assault,N/A,Partner organisation,192,9787,68.5,0.346,4,Yes,
Harassment in York #1151,York,53.94349,-1.12011,2003-07-04,Low,Harassment,500-1000,Local branch,188,13322,43.6,0.748,2,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Vandalism in Southampton #1152,Southampton,50.90538,-1.34356,2018-09-14,Low,Vandalism,50-100,Social media,37,11891,28.3,0.077,2,Yes,
Demonstration in Brighton #1153,Brighton,50.78300,-0.05012,2017-04-16,Critical,Demonstration,100-500,Social media,64,1885,57.3,0.221,3,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Demonstration in Liverpool #1154,Liverpool,53.40844,-2.92034,2013-10-02,,Demonstration,500-1000,Local branch,82,2561,50.6,0.589,5,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Banner drop in York #1155,York,53.93092,-1.17178,2003-10-22,,Banner drop,10-50,Press report,90,11732,83.3,0.864,5,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Banner drop in Newcastle #1156,Newcastle,54.99261,-1.64647,2012-02-02,High,Banner drop,50-100,Press report,120,17035,32.4,0.057,2,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Demonstration in Sheffield #1157,Sheffield,53.36352,-1.43371,2023-02-15,Low,Demonstration,N/A,Partner organisation,106,6609,67.9,0.444,2,,Second occurrence at this location this year; residents have asked for a coordinated response
Vandalism in Sheffield #1158,Sheffield,53.38117,-1.46378,2025-11-26,Critical,Vandalism,10-50,Local branch,140,7800,22.1,0.354,1,No,Linked to a wider pattern of activity across the region according to partner organisations
Harassment in Edinburgh #1159,Edinburgh,55.87706,-3.19394,2006-04-02,Moderate,Harassment,500-1000,Partner organisation,128,11005,64.5,0.281,4,No,Linked to a wider pattern of activity across the region according to partner organisations
Leafleting in Stoke-on-Trent #1160,Stoke-on-Trent,52.92372,-2.18536,2018-06-17,Critical,Leafleting,10-50,Social media,154,14167,19.6,0.658,2,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Vandalism in Birmingham #1161,Birmingham,52.55856,-1.79663,2016-07-05,Low,Vandalism,100-500,Anonymous tip,58,5859,68.7,0.225,5,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Online abuse in Coventry #1162,Coventry,52.43351,-1.54572,2012-08-01,Critical,Online abuse,1-10,Press report,163,12136,99.3,0.946,1,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Demonstration in Newcastle #1163,Newcastle,54.94179,-1.63650,2017-08-21,Critical,Demonstration,50-100,Press report,62,11613,6.5,0.048,4,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Online abuse in Leeds #1164,Leeds,53.77036,-1.57691,2014-02-16,,Online abuse,100-500,Local branch,12,17770,69.6,0.851,5,No,Second occurrence at this location this year; residents have asked for a coordinated response
Assault in Belfast #1165,Belfast,54.54620,-6.02621,2015-03-01,Moderate,Assault,500-1000,Press report,109,12354,6.9,0.593,2,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Banner drop in Bristol #1166,Bristol,51.46904,-2.70076,2009-03-23,Moderate,Banner drop,50-100,Anonymous tip,131,11722,91.0,0.455,1,No,Linked to a wider pattern of activity across the region according to partner organisations
Stickering in Brighton #1167,Brighton,50.85555,-0.16541,2010-07-27,Low,Stickering,100-500,Anonymous tip,170,6995,87.9,0.771,2,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
